Parcel,Address,Property Class,Property Use,Assessment Area,Current Year Land Value,Current Year Improvement Value,Current Year Total Value,Previous Year Land Value,Previous Year Improvment Value,Previous Year Total Value,Net Taxes,Special Assessment,Other Charges,Total Taxes,Zoning 1,Zoning 2,Zoning 3,Zoning 4,Lot Size Sq Ft,Frontage Street,Frontage Street Feet,Water Frontage,TIF District,School District,Elementary School,Middle School,High School,Ward,State Assembly District,Refuse District,Collection Schedule URL,Home Style,Year Built,Stories,Dwelling Units,Bedrooms,Full Baths,Half Baths,Fireplaces,Central Air,First Floor Living Area,Second Floor Living Area,Third Floor Living Area,Above Third Floor Living Area,Total Living Area,Finished Attic,Finished Basement,Total Basement,Crawl Space,Exterior Wall 1,Exterior Wall 2,Foundation,Roof,Roof Replaced Year,Garage 1,Garage Stalls 1,Garage2,Garage Stalls 2,Driveway,Shared Drive,Legal Description,Other Structure 1,Other Structure 1 Sq Ft,Other Structure 2,Other Structure 2 Sq Ft,Other Structure 3,Other Structure 3 Sq Ft,Other Structure 4,Other Structure 4 Sq Ft,Other Structure 5,Other Structure 5 Sq Ft,Other Structure 6,Other Structure 6 Sq Ft,Additional Buildings,Notation Parcel,Lot,Block
070930411271,5210 Coney Weston Pl,Residential,Single family,58,$58900.00,$212600.00,$271500.00,$56600.00,$204500.00,$261100.00,$6116.46,$0.00,$0.00,$6116.46,SR-C1,,,,9600,Coney Weston Pl,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1958,1,1,3,1,1,2,true,1597,0,0,0,1597,0,320,1597,0,Wood,Masonry Facing,Concrete,Asphalt,2007,Attached,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 79",Enc-Fin Porch,108,,0,,0,,0,,0,,0,false,070930411271,0,0
070930411289,5206 Coney Weston Pl,Residential,Single family,58,$59900.00,$193400.00,$253300.00,$57600.00,$186000.00,$243600.00,$5692.50,$0.00,$0.00,$5692.50,SR-C1,,,,9234,Coney Weston Pl,81.9,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1958,1,1,3,2,1,3,true,1372,0,0,0,1372,0,992,1372,0,Aluminum/Vinyl,,Concrete,Asphalt,2006,Attached,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 78",Enc-Fin Porch,152,Patio,132,Deck,247,Deck,112,,0,,0,false,070930411289,0,0
070930411297,5202 Coney Weston Pl,Residential,Single family,58,$59900.00,$212800.00,$272700.00,$57600.00,$204600.00,$262200.00,$6143.10,$0.00,$0.00,$6143.10,SR-C1,,,,10297.19,Coney Weston Pl,115,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1961,1,1,3,2,0,2,true,1765,0,0,0,1765,0,1075,1765,0,Wood,Masonry Facing,Concrete,Asphalt,1961,Attached,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 108",Open Porch,153,Enc-Fin Porch,180,,0,,0,,0,,0,false,070930411297,0,0
070930411304,706 Dearholt Rd,Residential,Single family,58,$57300.00,$223300.00,$280600.00,$55100.00,$196900.00,$252000.00,$5896.00,$0.00,$0.00,$5896.00,SR-C1,,,,9300.53,Dearholt Rd,118.4,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Split-level,1958,1,1,3,2,0,2,true,1394,0,0,0,1394,0,556,932,0,Wood,Masonry Facing,Concrete,Asphalt,2006,Basement,2,,0,Asphalt,false,"GOLF GREEN SUBD, LOT 107",Deck,196,,0,,0,,0,,0,,0,false,070930411304,0,0
070930411312,702 Dearholt Rd,Residential,Single family,58,$54700.00,$159300.00,$214000.00,$52600.00,$153200.00,$205800.00,$4776.74,$0.00,$0.00,$4776.74,SR-C1,,,,9002.67,Dearholt Rd,100.6,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1961,1,1,3,1,1,1,true,1284,0,0,0,1284,0,546,1134,0,Aluminum/Vinyl,,Concrete,Asphalt,1961,Attached,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 106",Deck,280,,0,,0,,0,,0,,0,false,070930411312,0,0
070930412013,702 Odana Ln,Commercial,26 unit Apartment,9922,$415000.00,$1213000.00,$1628000.00,$415000.00,$1135000.00,$1550000.00,$37473.12,$0.00,$4525.53,$41998.65,SR-V2,WP-12,,,82814,Odana Ln,393,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,,0,0,26,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,0,,0,,0,,,"GOLF GREEN SUBD PART OL A & PART OF VACA TED SEGOE RD BEG ON W LN SD OL TH ON CUR TO RT CONVEX TO NW RAD 100 FT LONG CHOR  D BEARS N 44 DEG 32 MIN 30 SEC E 141.36  FT, TH N 89 DEG 31 MIN E223.08 FT TO PT  OF CUR TH ON CUR TO RT RAD 15 FT LONG CH ORD BEARS S 45 DEG 29 MIN E 21.21 FT, TH S 0 DEG 29 MIN E60.53 FT TO PT OF CUR T  H ON CUR TO RT RAD 70 FT LONG CHORD BEAR S S 24 DEG 15 MIN W58.58 FT, TH S 48 DEG 59 MIN W 304.31 FT, TH ON CUR TO RT CON  VEX TO SW RAD 50 FT LONG CHORD BEARS N 6 5 DEG 43 MIN 30 SEC W 90.84 FT, TH N 0 D EG 26 MIN W188.39 FT TO POB",,0,,0,,0,,0,,0,,0,false,070930412013,0,0
070930413011,5201 Milward Dr,Residential,Vacant,6601,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,CN,WP-12,,,556595.23,Milward Dr,618.87,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,0,,0,,0,,,"T7N R9E, SEC 30, PRT S 1/2 SE 1/4, & SEC 31, PRT N 1/2 NE 1/4, DESC AS FOL: COM MEANDER CORNER FOR S 1/4-COR SEC 30, TH S 79 DEG 49 MIN 27 DEG E 812.26 FT TO POB, TH N 03 DEG 05 MIN 08 SEC W  48.36 FT, TH N 72 DEG 20 MIN 22 SEC E 275.83 FT, TH N 86 DEG 43 MIN 57 SEC E 123.86 FT, TH S 54 DEG 12 MIN 15 SEC E 163.91 FT, TH N 55 DEG 54 MIN 42 SEC E  75.63 FT, TH N 26 DEG 00 MIN 57 SEC E  53.06 FT, TH N 85 DEG 37 MIN 00 SEC E 265.97 FT, TH N 56 DEG 28 MIN 39 SEC E 191.40 FT, TH N 45 DEG 26 MIN 34 SEC E 130.11 FT, TH N 43 DEG 56 MIN 25 SEC E 134.49 FT, TH N 04 DEG 57 MIN 14 SEC E  69.09 FT, TH N 42 DEG 37 MIN 58 SEC W 219.91 FT M/L TO S LN MILWARD DR, TH WLY 620 FT M/L ALG SD S LN TO NE COR LOT 29 GOLF GREEN SUBDV, TH SLY 91.3 FT TO SE COR SD LOT 29, TH WLY 920 FT M/L ALG S LN GOLF GREEN TO NE R/W LN W BELTLINE HWY, TH SELY 650 FT M/L ALG SD R/W LN, TH N 51 DEG 57 MIN 13 SEC E 67.71 FT M/L TO POB. BEARINGS REF TO STATE PLANE NAD27 PER CITY OF MADISON, EXCEPT THAT PART CONVEYED IN DOC 1927237 VOL 7928 PG 70.",,0,,0,,0,,0,,0,,0,false,070930413011,0,0
070930413029,5205 Milward Dr,Residential,Single family,58,$53100.00,$158100.00,$211200.00,$51100.00,$152000.00,$203100.00,$4711.33,$0.00,$0.00,$4711.33,SR-C1,WP-12,,,8560.5,Milward Dr,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,New style modern international,1963,1,1,1,1,0,1,false,1305,0,0,0,1305,0,0,1025,0,Wood,,Concrete Block,Flat,2000,Detached,2,,0,Asphalt,false,"GOLF GREEN SUBD, LOT 29",Open Porch,240,Patio,240,Deck,136,,0,,0,,0,false,070930413029,0,0
070930413037,5209 Milward Dr,Residential,Single family,58,$58900.00,$225500.00,$284400.00,$56600.00,$216900.00,$273500.00,$6416.86,$0.00,$0.00,$6416.86,SR-C1,WP-12,,,9600,Milward Dr,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Split-level,1964,1,1,4,2,1,1,true,1674,0,0,0,1674,0,540,1899,0,Wood,Masonry Facing,Concrete,Asphalt,2006,Basement,2,,0,Asphalt,false,"GOLF GREEN SUBD, LOT 28",Open Porch,81,Encl Porch,120,Deck,120,,0,,0,,0,false,070930413037,0,0
070930413045,5213 Milward Dr,Residential,Single family,58,$58900.00,$252900.00,$311800.00,$56600.00,$243200.00,$299800.00,$7054.01,$0.00,$109.31,$7163.32,SR-C1,WP-12,,,9600,Milward Dr,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Split-level,1963,2,1,3,2,0,1,true,1222,594,0,0,1816,0,307,598,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,2002,Attached,2,,0,Asphalt,false,"GOLF GREEN SUBD, LOT 27",Open Porch,96,Patio,100,,0,,0,,0,,0,false,070930413045,0,0
070930413053,5217 Milward Dr,Residential,Single family,58,$58900.00,$258500.00,$317400.00,$56600.00,$248600.00,$305200.00,$7184.84,$0.00,$0.00,$7184.84,SR-C1,WP-12,,,9600,Milward Dr,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Contemporary,1974,1.5,1,3,3,1,0,true,2150,660,0,0,2810,0,0,1182,968,Wood,,Concrete,Asphalt,2015,Attached,2,,0,Asphalt,false,"GOLF GREEN SUBD, LOT 26",Patio,1218,Deck,317,,0,,0,,0,,0,false,070930413053,0,0
070930413061,5301 Milward Dr,Residential,Single family,58,$58900.00,$169000.00,$227900.00,$56600.00,$138900.00,$195500.00,$4527.21,$0.00,$0.00,$4527.21,SR-C1,WP-12,,,9600,Milward Dr,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1965,1,1,3,2,0,2,true,1512,0,0,0,1512,0,0,1512,0,Wood,,Concrete,Asphalt,2006,Attached,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 25",Encl Porch,116,,0,,0,,0,,0,,0,false,070930413061,0,0
070930413079,5305 Milward Dr,Residential,Single family,58,$58900.00,$186200.00,$245100.00,$56600.00,$179100.00,$235700.00,$5501.11,$0.00,$0.00,$5501.11,SR-C1,WP-12,,,9600,Milward Dr,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1965,1,1,4,3,0,1,true,1664,0,0,0,1664,0,784,1664,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,2006,Attached,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 24",Deck,224,,0,,0,,0,,0,,0,false,070930413079,0,0
070930413087,5309 Milward Dr,Residential,Single family,58,$58900.00,$159000.00,$217900.00,$56600.00,$152900.00,$209500.00,$4866.38,$0.00,$0.00,$4866.38,SR-C1,WP-12,,,9600,Milward Dr,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1967,1,1,3,1,1,1,true,1443,0,0,0,1443,0,280,1200,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,2000,Attached,2,,0,Gravel,false,"GOLF GREEN SUBD, LOT 23",Enc-Fin Porch,168,Deck,192,,0,,0,,0,,0,false,070930413087,0,0
070930413095,5313 Milward Dr,Residential,Single family,58,$58900.00,$246200.00,$305100.00,$56600.00,$236800.00,$293400.00,$6898.97,$0.00,$0.00,$6898.97,SR-C1,WP-12,,,9600,Milward Dr,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1967,1,1,3,3,0,1,true,1887,0,0,0,1887,0,0,1878,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,2007,Attached,1,,0,Asphalt,false,"GOLF GREEN SUBD, LOT 22",Open Porch,168,,0,,0,,0,,0,,0,false,070930413095,0,0
070930413102,5317 Milward Dr,Residential,Single family,58,$58900.00,$248300.00,$307200.00,$56600.00,$238800.00,$295400.00,$6947.42,$0.00,$0.00,$6947.42,SR-C1,WP-12,,,9600,Milward Dr,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1973,1,1,2,3,0,1,true,1973,0,0,0,1973,0,1250,1793,0,Aluminum/Vinyl,,Concrete,Asphalt,2006,Attached,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 21",Open Porch,132,Patio,160,,0,,0,,0,,0,false,070930413102,0,0
070930413110,5321 Milward Dr,Residential,Single family,58,$58900.00,$248500.00,$307400.00,$56600.00,$239000.00,$295600.00,$6952.26,$0.00,$0.00,$6952.26,SR-C1,WP-12,,,9600,Milward Dr,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Bi-level,1965,1,1,4,2,1,2,true,1534,0,0,0,1534,0,636,1504,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,1965,Basement,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 20",Encl Porch,216,Deck,114,Shed,308,,0,,0,,0,false,070930413110,0,0
070930413128,5325 Milward Dr,Residential,Single family,58,$58900.00,$170100.00,$229000.00,$56600.00,$163600.00,$220200.00,$5125.60,$0.00,$0.00,$5125.60,SR-C1,WP-12,,,9600.12,Milward Dr,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1965,1,1,3,2,0,1,true,1378,0,0,0,1378,0,256,1378,0,Wood,Masonry Facing,Concrete,Asphalt,2008,Attached,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 19",Open Porch,97,Enc-Fin Porch,180,Deck,150,,0,,0,,0,false,070930413128,0,0
070930413136,5358 Coney Weston Pl,Residential,Single family,58,$64000.00,$212000.00,$276000.00,$61500.00,$203900.00,$265400.00,$6220.63,$0.00,$0.00,$6220.63,SR-C1,WP-12,,,10746.87,Coney Weston Pl,78.45,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Bi-level,1965,1,1,4,2,2,1,true,1906,0,0,0,1906,0,398,1250,612,Wood,Masonry Facing,Concrete,Asphalt,2006,Basement,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 16",Deck,150,,0,,0,,0,,0,,0,false,070930413136,0,0
070930413144,5354 Coney Weston Pl,Residential,Single family,58,$65400.00,$146400.00,$211800.00,$62900.00,$140800.00,$203700.00,$4857.26,$0.00,$0.00,$4857.26,SR-C1,WP-12,,,10758.37,Coney Weston Pl,79,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1965,1,1,3,0,2,2,true,1322,0,0,0,1322,0,624,1254,0,Aluminum/Vinyl,,Concrete,Asphalt,2006,Attached,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 15",Encl Porch,102,Patio,80,,0,,0,,0,,0,false,070930413144,0,0
070930413152,5350 Coney Weston Pl,Residential,Single family,58,$58900.00,$185000.00,$243900.00,$56600.00,$177900.00,$234500.00,$5603.43,$0.00,$0.00,$5603.43,SR-C1,WP-12,,,10479.59,Coney Weston Pl,60,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Bi-level,1966,1,1,4,2,0,1,true,1248,0,0,0,1248,0,574,728,0,Wood,Aluminum/Vinyl,Concrete,Asphalt,2006,Basement,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 14 EXCEPT BEG AT MO ST NLY CORNER SAID LOT, TH S 36 DEG 24 M IN W 12 FT ALONG WLY LOT LINE SAID LOT,  TH SELY IN A STRAIGHT LINE TO THE MOST ELY CORNER SAID LOT WHICH IS ALSO MOST SELY CORNER LOT 13, TH N 65 DEG 28 MIN E 140.7 FT ALONG LOT LINE BETWEEN LOTS 13 & 14 TO POB.",Screen Porch,196,Patio,200,,0,,0,,0,,0,false,070930413152,0,0
070930413160,5346 Coney Weston Pl,Residential,Single family,58,$68200.00,$183500.00,$251700.00,$65600.00,$176400.00,$242000.00,$5653.73,$0.00,$0.00,$5653.73,SR-C1,WP-12,,,11352,Coney Weston Pl,60,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1966,1,1,3,1,1,1,true,1344,0,0,0,1344,0,762,1404,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,2000,Attached,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 13 AND ALSO INCLUDI NG PART OF LOT 14 DESC AS FOL:  BEG AT M OST WLY COR LOT 14, TH S 36 DEG 24 MIN W 12 FT ALONG WLY LOT LINE, TH SELY IN A   STRAIGHT LINE TO MOST ELY COR LOT 14 WHI CH IS ALSO MOST SLY COR LOT 13, TH N 65  DEG 28 MIN E 140.7 FT ALONG LOT LINE BET WEEN LOTS 13 & 14 TO POB",Screen Porch,250,Patio,144,Deck,108,,0,,0,,0,false,070930413160,0,0
070930413178,5342 Coney Weston Pl,Residential,Single family,58,$59900.00,$150700.00,$210600.00,$57600.00,$144900.00,$202500.00,$4696.79,$0.00,$0.00,$4696.79,SR-C1,WP-12,,,9907.12,Coney Weston Pl,75,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1965,1,1,3,1,1,1,true,1159,0,0,0,1159,0,655,1026,0,Wood,,Concrete,Asphalt,2001,Attached,1,,0,Concrete,false,"GOLF GREEN SUBD, LOT 12",Screen Porch,216,,0,,0,,0,,0,,0,false,070930413178,0,0
070930413186,5338 Coney Weston Pl,Residential,Single family,58,$57300.00,$185100.00,$242400.00,$55100.00,$178000.00,$233100.00,$5438.12,$0.00,$0.00,$5438.12,SR-C1,WP-12,,,9551.71,Coney Weston Pl,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1965,1,1,3,2,0,1,true,1378,0,0,0,1378,0,252,1378,0,Aluminum/Vinyl,Masonry Facing,Concrete,Asphalt,1993,Attached,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 11",Open Porch,116,,0,,0,,0,,0,,0,false,070930413186,0,0
070930413194,749 Odana Ln,Residential,Single family,58,$54200.00,$169500.00,$223700.00,$52600.00,$164600.00,$217200.00,$5052.92,$0.00,$0.00,$5052.92,SR-C1,WP-12,,,9551.71,Odana Ln,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Bi-level,1966,1,1,3,1,1,2,true,1369,0,0,0,1369,0,336,1299,0,Wood,Masonry Facing,Concrete,Asphalt,1966,Basement,2,,0,Asphalt,false,"GOLF GREEN SUBD, LOT 10",Deck,196,,0,,0,,0,,0,,0,false,070930413194,0,0
070930413201,755 Odana Ln,Residential,Single family,58,$54200.00,$156800.00,$211000.00,$52600.00,$152200.00,$204800.00,$4752.52,$0.00,$0.00,$4752.52,SR-C1,WP-12,,,9600,Odana Ln,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1965,1,1,4,2,0,2,true,1270,0,0,0,1270,0,572,1225,0,Wood,,Concrete,Asphalt,1965,Attached,1,,0,Asphalt,false,"GOLF GREEN SUBD, LOT 9",,0,,0,,0,,0,,0,,0,false,070930413201,0,0
070930413219,761 Odana Ln,Residential,Single family,58,$54200.00,$161900.00,$216100.00,$52600.00,$157200.00,$209800.00,$4873.65,$0.00,$0.00,$4873.65,SR-C1,WP-12,,,9600,Odana Ln,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1965,1,1,3,1,1,2,true,1270,0,0,0,1270,0,286,1224,0,Wood,,Concrete,Asphalt,2006,Attached,1,Detached,3,Asphalt,false,"GOLF GREEN SUBD, LOT 8",Patio,25,,0,,0,,0,,0,,0,false,070930413219,0,0
070930413227,765 Odana Ln,Residential,Single family,58,$45700.00,$154300.00,$200000.00,$44400.00,$149800.00,$194200.00,$4495.72,$0.00,$0.00,$4495.72,SR-C1,WP-12,,,9480.67,Odana Ln,97.7,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1965,1,1,3,1,1,0,true,1320,0,0,0,1320,0,336,1064,256,Aluminum/Vinyl,,Concrete,Asphalt,2011,Attached,2,,0,Concrete,false,"GOLF GREEN SUBD, LOT 7",Patio,192,,0,,0,,0,,0,,0,false,070930413227,0,0
070930413235,769 S Whitney Way,Residential,4 unit Apartment,3101,$74700.00,$197000.00,$271700.00,$74700.00,$197000.00,$271700.00,$6504.64,$0.00,$0.00,$6504.64,SR-V1,WP-12,,,9348,S Whitney Way,95,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Apartment,1985,2,4,8,4,0,0,true,1724,1664,0,0,3388,0,0,1724,0,Aluminum/Vinyl,,Concrete,Asphalt,2004,,0,,0,Asphalt,false,"GOLF GREEN SUBD, LOT 6",,0,,0,,0,,0,,0,,0,false,070930413235,0,0
070930413243,773 S Whitney Way,Residential,4 unit Apartment,3101,$74900.00,$196800.00,$271700.00,$74900.00,$196800.00,$271700.00,$6504.64,$0.00,$0.00,$6504.64,SR-V1,WP-12,,,9480,S Whitney Way,90,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Apartment,1985,2,4,8,4,0,0,true,1724,1664,0,0,3388,0,0,1724,0,Aluminum/Vinyl,,Concrete,Asphalt,2004,,0,,0,Asphalt,false,"GOLF GREEN SUBD, LOT 5",,0,,0,,0,,0,,0,,0,false,070930413243,0,0
070930413251,777 S Whitney Way,Residential,Vacant,6601,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,SR-V1,WP-12,,,9600,S Whitney Way,80,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,0,,0,,0,,,"GOLF GREEN SUBD, LOT 4",,0,,0,,0,,0,,0,,0,false,070930413251,0,0
070930413269,5362 Coney Weston Pl,Residential,Single family,58,$40800.00,$201800.00,$242600.00,$39200.00,$194100.00,$233300.00,$5442.96,$0.00,$0.00,$5442.96,SR-C1,WP-12,,,9004,Coney Weston Pl,56.21,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Split-level,1987,1,1,3,1,1,1,true,1234,0,0,0,1234,0,384,1152,0,Aluminum/Vinyl,,Concrete,Asphalt,2007,Basement,2,,0,Concrete,false,"PRT OF LOTS 17 & 18, PLAT OF GOLF GREEN, PARCEL DESC AS FOL, COM AT NE COR LOT 18 TH NWLY ALG NELY LN OF SD LOT TO PT OF   CUR, TH ON NELY ON CUR, RAD 100 FT, CHRD BRS N 72 DEG 12 MIN 04 SEC W 52.08 FT    TO POB, TH S 32 DEG 53 MIN 35 SEC W      90.45 FT, TH N 49 DEG 00 MIN 07 SEC W    137.66 FT, TH N 76 DEG 22 MIN 18 SEC E   119.67 FT TO PT OF CUR, TH ON CUR NELY,  RAD 100 FT, CHRD BRS S 40 DEG 47 MIN 03  SEC E 56.21 FT, TH SELY ALG NELY LN OF   SD LOTS 17 & 18 TO POB.",Deck,88,,0,,0,,0,,0,,0,false,070930413269,0,0
070930413277,5329 Milward Dr,Residential,Single family,58,$40800.00,$214800.00,$255600.00,$39200.00,$206600.00,$245800.00,$5745.79,$0.00,$0.00,$5745.79,SR-C1,WP-12,,,9004,Milward Dr,52.08,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Modern two story,1994,2,1,3,2,1,2,true,1345,504,0,0,1849,0,0,1345,0,Aluminum/Vinyl,,Concrete,Asphalt,2003,Attached,2,,0,Concrete,false,"PRT OF LOT 18, GOLF GREEN PLAT, DESC AS  FOL, BEG AT NE COR SD LOT 18,            TH S 00 DEG 10 MIN 48 SEC E 120.40 FT,   TH S 89 DEG 41 MIN 44 SEC W 29.46 FT,    TH N 49 DEG 00 MIN 17 SEC W 92.26 FT,    TH N 32 DEG 53 MIN 35 SEC E 90.45 FT     TO PT OF CUR, TH ON CUR NELY, RAD 100 FT CHRD BRS S 72 DEG 12 MIN 04 SEC E 52.08  FT, TH SELY ALG SD NELY LN OF LOT 18     TO POB.",Screen Porch,185,,0,,0,,0,,0,,0,false,070930413277,0,0
070930413285,5360 Coney Weston Pl,Residential,Vacant,6601,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,SR-V1,WP-12,,,10129,Coney Weston Pl,12.1,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,0,,0,,0,,,"PART OF LOT 3, GOLF GREEN, LYG IN SEC 30, T7N, R9E DESC AS FLW: GEG SE COR OF SD LOT 3; TH S 89 DEG 40 MIN 16 SEC W, 85.47 FT; TH N 24 DEG 30 MIN 37 SEC W, 85.42 FT TO E LN OF WHITNEY WAY; TH N 26 MIN 15 SEC W ALG SD E LN 2.87 FT TO NE COR OF SD LOT 3; TH N 89 DEG 40 MIN 01 SEC E, 119.85 FT;  TH S 28 MIN 36 SECE , 79.89 FT TO POB & PART OF LOTS 2 & 17, PLAT OF GOLF GREEN DESC AS FLWS:  BEG NW COR OF SD LOT 17; TH N 76 DEG 22 MIN 18 SEC E,127.55 FT; TH CURVE TO L, RAD 100, CHD BRS S 20 DEG 59 MIN 35 SEC E, 12.10 FT; TH S 76 DEG 22 MIN 18 SEC W, 131.91 FT; TH S 89 DEG 40 MIN 16 SEC W, 20 FT; TH N 45 DEG 19 MIN 43 SEC W, 17.43 FT; TH N 89 DEG 40 MIN 18 SEC E, 32.30 FT TO NE COR OF LOT 2 & POB.",,0,,0,,0,,0,,0,,0,false,070930413285,0,0
070930414019,718 Dearholt Rd,Residential,Single family,58,$58900.00,$142600.00,$201500.00,$56600.00,$115900.00,$172500.00,$3970.01,$0.00,$0.00,$3970.01,SR-C1,,,,9551.71,Dearholt Rd,120,false,0,Madison,Van Hise,Hamilton,West,79,77,02A,http://www.cityofmadison.com/streets/documents/monA.pdf,Ranch,1957,1,1,3,1,0,1,true,1138,0,0,0,1138,0,0,1078,0,Wood,,Concrete,Asphalt,1999,Attached,2,,0,Asphalt,false,"GOLF GREEN SUBD, LOT 77",Patio,192,,0,,0,,0,,0,,0,false,070930414019,0,0
